NetworkID,Genome,Subgroup
16349,MH616729_-weight,MH616729_-weight
16350,MH616731,0_Alpavirinae_MH572525
16351,MH616731_-weight,MH616731_-weight
16352,MH616734,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16353,MH616734_-weight,MH572401_-weight
16354,MH616735,MH616735
16355,MH616735_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16356,MH616737,MH616737
16357,MH616737_-weight,MH616737_-weight
16358,MH616740,MH616740
16359,MH616740_-weight,MH616740_-weight
16360,MH616744,MH616697
16361,MH616744_-weight,0_weird_MH617129
16362,MH616746,MH616746
16363,MH616746_-weight,MH616746_-weight
16364,MH616748,MH616748
16365,MH616748_-weight,MH616748_-weight
16366,MH616750,MH616750
16367,MH616750_-weight,MH616750_-weight
16368,MH616751,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16369,MH616751_-weight,MH616751_-weight
16370,MH616755,MH616755
16371,MH616755_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16372,MH616763,MH616763
16373,MH616763_-weight,MH616763_-weight
16374,MH616766,MH616766
16375,MH616766_-weight,MH616766_-weight
16376,MH616768,0_Pichovirinae_KP087937
16377,MH616768_-weight,MH616768_-weight
16378,MH616773,MH616773
16379,MH616773_-weight,MH616773_-weight
16380,MH616775,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16381,MH616775_-weight,MH616775_-weight
16382,MH616776,MH616776
16383,MH616776_-weight,MH616776_-weight
16384,MH616777,0_weird_MH617099
16385,MH616777_-weight,MH616777_-weight
16386,MH616778,MH616778
16387,MH616778_-weight,0_Aravirinae_KM589504
16388,MH616779,0_weird_MH617129
16389,MH616779_-weight,MH616779_-weight
16390,MH616780,0_Alpavirinae_MH572525
16391,MH616780_-weight,MH616780_-weight
16392,MH616782,MH616782
16393,MH616782_-weight,MH616782_-weight
16394,MH616783,MH616783
16395,MH616783_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16396,MH616790,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16397,MH616790_-weight,MH616790_-weight
16398,MH616793,MH616793
16399,MH616793_-weight,MH616793_-weight
16400,MH616794,MH616794
16401,MH616794_-weight,MH616794_-weight
16402,MH616795,MH616795
16403,MH616795_-weight,MH616795_-weight
16404,MH616796,MH616796
16405,MH616796_-weight,MH616796_-weight
16406,MH616797,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16407,MH616797_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16408,MH616798,MH616798
16409,MH616798_-weight,MH616798_-weight
16410,MH616799,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16411,MH616799_-weight,MH616799_-weight
16412,MH616800,0_weird_MH617129
16413,MH616800_-weight,MH616800_-weight
16414,MH616802,MH616802
16415,MH616802_-weight,MH616802_-weight
16416,MH616804,MH616804
16417,MH616804_-weight,MH616804_-weight
16418,MH616807,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16419,MH616807_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16420,MH616808,0_weird_MH617550
16421,MH616808_-weight,0_weird_MH617550_-weight
16422,MH616810,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16423,MH616810_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16424,MH616812,MH616812
16425,MH616812_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16426,MH616813,0_CGM_MH572490
16427,MH616813_-weight,MH616813_-weight
16428,MH616826,MG945178
16429,MH616826_-weight,MH616826_-weight
16430,MH616833,0_Aravirinae_KM589504
16431,MH616833_-weight,MH616833_-weight
16432,MH616835,0_DRRF01000562_Methylophaga_sp._fragment_weight
16433,MH616835_-weight,MH616835_-weight
16434,MH616836,MH616836
16435,MH616836_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16436,MH616837,0_CGM_MH572490
16437,MH616837_-weight,MH616837_-weight
16438,MH616844,MH616844
16439,MH616844_-weight,MH616844_-weight
16440,MH616845,MH616845
16441,MH616845_-weight,MH616845_-weight
16442,MH616846,MH616846
16443,MH616846_-weight,MH616846_-weight
16444,MH616849,0_DRRF01000562_Methylophaga_sp._fragment_weight
16445,MH616849_-weight,MH616849_-weight
16446,MH616850,0_Aravirinae_KM589504
16447,MH616850_-weight,MH616850_-weight
16448,MH616851,MH616851
16449,MH616851_-weight,MH616851_-weight
16450,MH616852,MH616852
16451,MH616852_-weight,MH616852_-weight
16452,MH616853,MH616853
16453,MH616853_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16454,MH616854,MH616854
16455,MH616854_-weight,MH616854_-weight
16456,MH616855,MH616855
16457,MH616855_-weight,MH616855_-weight
16458,MH616858,0_Alpavirinae_MH572525
16459,MH616858_-weight,MH616858_-weight
16460,MH616859,MH616859
16461,MH616859_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16462,MH616863,MH616688
16463,MH616863_-weight,MH616863_-weight
16464,MH616864,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16465,MH616864_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16466,MH616865,MH616865
16467,MH616865_-weight,MH616865_-weight
16468,MH616867,MH616867
16469,MH616867_-weight,MH616867_-weight
16470,MH616870,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16471,MH616870_-weight,MH616870_-weight
16472,MH616873,MH616873
16473,MH616873_-weight,MH616873_-weight
16474,MH616874,MH616639
16475,MH616874_-weight,MH616874_-weight
16476,MH616876,MH616876
16477,MH616876_-weight,0_SEBG01001113_Cytophagaceae_bacterium_fragment_weight
16478,MH616878,MH616878
16479,MH616878_-weight,MH616878_-weight
16480,MH616882,MH616882
16481,MH616882_-weight,MH616882_-weight
16482,MH616884,MH616884
16483,MH616884_-weight,MH616884
16484,MH616886,MH616886
16485,MH616886_-weight,MH616886_-weight
16486,MH616888,MH616888
16487,MH616888_-weight,MH616888_-weight
16488,MH616889,MH616889
16489,MH616889_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16490,MH616890,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16491,MH616890_-weight,MH616890_-weight
16492,MH616891,Lim_Twin_C1_NODE_363_length_5181_cov_108.596755_weight
16493,MH616891_-weight,MH616891_-weight
16494,MH616893,MH616893
16495,MH616893_-weight,MH616893_-weight
16496,MH616895,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16497,MH616895_-weight,MH616895_-weight
16498,MH616896,MH616746
16499,MH616896_-weight,MH616896_-weight
16500,MH616899,0_weird_MH617129
16501,MH616899_-weight,MH616899_-weight
16502,MH616900,0_DRRF01000562_Methylophaga_sp._fragment_weight
16503,MH616900_-weight,MH616900_-weight
16504,MH616902,MH616902
16505,MH616902_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16506,MH616904,0_Alex_ape_weight
16507,MH616904_-weight,MH616904_-weight
16508,MH616911,MH616911
16509,MH616911_-weight,MH616911_-weight
16510,MH616912,MH616912
16511,MH616912_-weight,MH616912_-weight
16512,MH616919,MH616919
16513,MH616919_-weight,MH616919_-weight
16514,MH616922,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16515,MH616922_-weight,MH616922_-weight
16516,MH616924,MH616924
16517,MH616924_-weight,MH616924
16518,MH616926,0_Alpavirinae_MH572525
16519,MH616926_-weight,0_weird_MH617129
16520,MH616928,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16521,MH616928_-weight,MH616928_-weight
16522,MH616929,MH616929
16523,MH616929_-weight,MH616929
16524,MH616931,MH616931
16525,MH616931_-weight,MH616931_-weight
16526,MH616932,MH616932
16527,MH616932_-weight,MH616932_-weight
16528,MH616933,0_Pichovirinae_KP087937
16529,MH616933_-weight,MH616933_-weight
16530,MH616934,0_weird_MH617129
16531,MH616934_-weight,MH616934_-weight
16532,MH616940,0_weird_MH617129
16533,MH616940_-weight,MH616687
16534,MH616946,0_Alpavirinae_MH572525
16535,MH616946_-weight,0_Alpavirinae_MH572525
16536,MH616947,MH616947
16537,MH616947_-weight,MH616947_-weight
16538,MH616949,MH616949
16539,MH616949_-weight,MH616949_-weight
16540,MH616950,0_weird_MG945155
16541,MH616950_-weight,MG883724_-weight
16542,MH616959,0_Pichovirinae_KP087937
16543,MH616959_-weight,MH616959_-weight
16544,MH616960,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16545,MH616960_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16546,MH616961,MH616750
16547,MH616961_-weight,MH616961_-weight
16548,MH616969,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16549,MH616969_-weight,MH616969_-weight
16550,MH616970,MH616970
16551,MH616970_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16552,MH616974,MH572283
16553,MH616974_-weight,MH616974_-weight
16554,MH616975,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16555,MH616975_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16556,MH616976,MH572274_-weight
16557,MH616976_-weight,MH572275
16558,MH616977,0_DRRF01000562_Methylophaga_sp._fragment_weight
16559,MH616977_-weight,MH616977_-weight
16560,MH616980,MH616980
16561,MH616980_-weight,MH616980_-weight
16562,MH616983,MH616983
16563,MH616983_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16564,MH616985,0_weird_MH616786
16565,MH616985_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16566,MH616989,0_Parabac_MH572370
16567,MH616989_-weight,MH616989_-weight
16568,MH616991,MH616991
16569,MH616991_-weight,MH616991_-weight
16570,MH616994,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16571,MH616994_-weight,MH616994_-weight
16572,MH616995,MH616995
16573,MH616995_-weight,0_weird_MH617550
16574,MH616998,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16575,MH616998_-weight,MH616998_-weight
16576,MH617000,0_Aravirinae_KM589504
16577,MH617000_-weight,0_Pichovirinae_MH572463
16578,MH617000_weight,MH617000_weight
16579,MH617008,MH617008
16580,MH617008_-weight,MH617008_-weight
16581,MH617010,MH617010
16582,MH617010_-weight,MH617010_-weight
16583,MH617012,0_Pichovirinae_MH572463
16584,MH617012_-weight,MH617012_-weight
16585,MH617013,0_weird_MH617129
16586,MH617013_-weight,MH617013_-weight
16587,MH617023,MH617023
16588,MH617023_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16589,MH617025,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16590,MH617025_-weight,MH617025_-weight
16591,MH617026,0_Aravirinae_KM589504
16592,MH617026_-weight,MH617026_-weight
16593,MH617027,0_weird_MH617129
16594,MH617027_-weight,MH617027_-weight
16595,MH617029,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16596,MH617029_-weight,MH616870_-weight
16597,MH617030,MH617030
16598,MH617030_-weight,MH617030_-weight
16599,MH617032,MH616639
16600,MH617032_-weight,0_weird_MH617129
16601,MH617034,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16602,MH617034_-weight,Human_gut_27_035_weight
16603,MH617035,0_weird_MH617129
16604,MH617035_-weight,MH617035_-weight
16605,MH617037,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16606,MH617037_-weight,MH617037_-weight
16607,MH617039,MH617039
16608,MH617039_-weight,MH617039_-weight
16609,MH617043,0_Aravirinae_KM589504
16610,MH617043_-weight,MH616833_-weight
16611,MH617045,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16612,MH617045_-weight,MH617045_-weight
16613,MH617047,0_Alpavirinae_MH572525
16614,MH617047_-weight,MH617047_-weight
16615,MH617049,MH617049
16616,MH617049_-weight,MH617049_-weight
16617,MH617052,MH616846
16618,MH617052_-weight,MH617052_-weight
16619,MH617057,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16620,MH617057_-weight,MH617057_-weight
16621,MH617058,0_weird_MH617129
16622,MH617058_-weight,MH616899_-weight
16623,MH617064,MH617064
16624,MH617064_-weight,MH617064_-weight
16625,MH617066,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16626,MH617066_-weight,MH617066_-weight
16627,MH617069,0_Amyovirinae_JX904102_1
16628,MH617069_-weight,MH617069_-weight
16629,MH617071,MH617071
16630,MH617071_-weight,MH617071_-weight
16631,MH617073,MH616646
16632,MH617073_-weight,MH616646_-weight
16633,MH617074,MH616812
16634,MH617074_-weight,MH617074_-weight
16635,MH617076,MH617076
16636,MH617076_-weight,MH617076_-weight
16637,MH617077,MG945839_-weight
16638,MH617077_-weight,MG945839
16639,MH617078,MH617078
16640,MH617078_-weight,MH617078_-weight
16641,MH617083,0_DRRF01000562_Methylophaga_sp._fragment_weight
16642,MH617083_-weight,MH617083_-weight
16643,MH617084,MH617084
16644,MH617084_-weight,MH617084_-weight
16645,MH617085,MH616639
16646,MH617085_-weight,MH617085_-weight
16647,MH617086,0_weird_MH617550
16648,MH617086_-weight,MH617086_-weight
16649,MH617087,0_DRRF01000562_Methylophaga_sp._fragment_weight
16650,MH617087_-weight,MH617087_-weight
16651,MH617088,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16652,MH617088_-weight,MH617088_-weight
16653,MH617089,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16654,MH617089_-weight,MH617089_-weight
16655,MH617093,MH617093
16656,MH617093_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16657,MH617096,0_weird_MH617129
16658,MH617096_-weight,MH617096_-weight
16659,MH617098,0_Pichovirinae_MH572463
16660,MH617098_-weight,0_Pichovirinae_MH572463
16661,MH617098_weight,MH617098_weight
16662,MH617100,MH616929
16663,MH617100_-weight,MH617100_-weight
16664,MH617102,MH617102
16665,MH617102_-weight,MH617102_-weight
16666,MH617103,0_weird_MH617550
16667,MH617103_-weight,MH617103_-weight
16668,MH617105,MH617105
16669,MH617105_-weight,MH616931_-weight
16670,MH617107,MH617107
16671,MH617107_-weight,MH617107_-weight
16672,MH617108,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16673,MH617108_-weight,MH617108_-weight
16674,MH617110,MH617110
16675,MH617110_-weight,MH616677_-weight
16676,MH617113,MH572283
16677,MH617113_-weight,MH617113_-weight
16678,MH617121,MH616679
16679,MH617121_-weight,MH617121_-weight
16680,MH617122,MH617122
16681,MH617122_-weight,0_weird_MH617129
16682,MH617123,MH617123
16683,MH617123_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16684,MH617124,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16685,MH617124_-weight,MH617124_-weight
16686,MH617125,0_Alpavirinae_MH572525
16687,MH617125_-weight,MH617125_-weight
16688,MH617126,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16689,MH617126_-weight,MH617126_-weight
16690,MH617127,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16691,MH617127_-weight,MH617127_-weight
16692,MH617128,0_weird_MH617129
16693,MH617128_-weight,MH617128_-weight
16694,MH617132,MH617132
16695,MH617132_-weight,MH617132_-weight
16696,MH617133,MH572283
16697,MH617133_-weight,MH617133_-weight
16698,MH617134,0_weird_MH617550
16699,MH617134_-weight,MH616712
16700,MH617136,MH617136
16701,MH617136_-weight,MH617136_-weight
16702,MH617138,0_DRRF01000562_Methylophaga_sp._fragment_weight
16703,MH617138_-weight,MH617138_-weight
16704,MH617140,MH617140
16705,MH617140_-weight,MH617140_-weight
16706,MH617141,MH616681
16707,MH617141_-weight,MH617141_-weight
16708,MH617142,MH616729
16709,MH617142_-weight,MH617142_-weight
16710,MH617146,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16711,MH617146_-weight,0_weird_MH572403_-weight
16712,MH617149,MH617149
16713,MH617149_-weight,MH617149_-weight
16714,MH617150,MH617150
16715,MH617150_-weight,MH617150_-weight
16716,MH617152,MH617152
16717,MH617152_-weight,MH617152_-weight
16718,MH617153,MH572283
16719,MH617153_-weight,MH617153_-weight
16720,MH617155,MH572360
16721,MH617155_-weight,MH572360
16722,MH617156,MH616681
16723,MH617156_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16724,MH617157,MH617157
16725,MH617157_-weight,MH617157_-weight
16726,MH617158,MH617158
16727,MH617158_-weight,MH617158_-weight
16728,MH617159,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16729,MH617159_-weight,MH616969_-weight
16730,MH617161,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16731,MH617161_-weight,MH617161_-weight
16732,MH617163,MH617163
16733,MH617163_-weight,MH617163_-weight
16734,MH617168,0_CGM_MH572490
16735,MH617168_-weight,MH617168_-weight
16736,MH617173,MG945446
16737,MH617173_-weight,MH617173_-weight
16738,MH617173_weight,MH617173_weight
16739,MH617174,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16740,MH617174_-weight,MH617174_-weight
16741,MH617175,MH617175
16742,MH617175_-weight,MH617175_-weight
16743,MH617177,MH617177
16744,MH617177_-weight,MH617177_-weight
16745,MH617178,MH616639
16746,MH617178_-weight,MH617178_-weight
16747,MH617179,MH617179
16748,MH617179_-weight,MH617179_-weight
16749,MH617181,MH029515_-weight
16750,MH617181_-weight,MH617181_-weight
16751,MH617182,0_Aravirinae_KM589504
16752,MH617182_-weight,MH617182_-weight
16753,MH617184,0_CGM_MH572490
16754,MH617184_-weight,MH617184_-weight
16755,MH617187,0_weird_MH617129
16756,MH617187_-weight,MH617187_-weight
16757,MH617189,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16758,MH617189_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16759,MH617191,MH616679
16760,MH617191_-weight,MH617121_-weight
16761,MH617194,0_Alpavirinae_MH572525
16762,MH617194_-weight,MH617194_-weight
16763,MH617195,0_Alpavirinae_MH572525
16764,MH617195_-weight,0_weird_MH617129
16765,MH617196,0_Aravirinae_KM589504
16766,MH617196_-weight,MH617196_-weight
16767,MH617198,0_weird_MG945155
16768,MH617198_-weight,MG945606_-weight
16769,MH617199,0_Aravirinae_KM589504
16770,MH617199_-weight,MH617199_-weight
16771,MH617201,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16772,MH617201_-weight,0_RGQO01000163_Flavobacteriia_bacterium_weight
16773,MH617202,0_weird_MH617129
16774,MH617202_-weight,MH617202_-weight
16775,MH617202_weight,MH617202_weight
16776,MH617204,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16777,MH617204_-weight,MH617204_-weight
16778,MH617205,MH617205
16779,MH617205_-weight,KX259465
16780,MH617206,0_weird_MH617129
16781,MH617206_-weight,MH617206_-weight
16782,MH617210,MH617210
16783,MH617210_-weight,MH617210_-weight
16784,MH617211,0_Aravirinae_KM589504
16785,MH617211_-weight,MH617211_-weight
16786,MH617213,KT264830
16787,MH617213_-weight,KT264830
16788,MH617216,MH617216
16789,MH617216_-weight,MH617216_-weight
16790,MH617217,MG945238
16791,MH617217_-weight,MH617217_-weight
16792,MH617218,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16793,MH617218_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16794,MH617222,MH617222
16795,MH617222_-weight,MH617222
16796,MH617223,MH616668
16797,MH617223_-weight,MH616668
16798,MH617227,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16799,MH617227_-weight,MH617227_-weight
16800,MH617234,MH616646
16801,MH617234_-weight,MH616646_-weight
16802,MH617235,MH616668
16803,MH617235_-weight,MH616668
16804,MH617237,0_DRRF01000562_Methylophaga_sp._fragment_weight
16805,MH617237_-weight,MH617237_-weight
16806,MH617239,MH616932
16807,MH617239_-weight,MH616932_-weight
16808,MH617241,MH617241
16809,MH617241_-weight,MH617241_-weight
16810,MH617247,MH617247
16811,MH617247_-weight,MH617247_-weight
16812,MH617249,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16813,MH617249_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16814,MH617250,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16815,MH617250_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16816,MH617254,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16817,MH617254_-weight,MH617254_-weight
16818,MH617257,MH617257
16819,MH617257_-weight,MH617257_-weight
16820,MH617260,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16821,MH617260_-weight,MH617260_-weight
16822,MH617261,0_CGM_MH572490
16823,MH617261_-weight,0_AYPZ01000002_Rhodobacter_capsulatus_YW2_weight
16824,MH617263,MH617263
16825,MH617263_-weight,0_Pichovirinae_MH572375_-weight
16826,MH617265,MH617265
16827,MH617265_-weight,MH617265_-weight
16828,MH617270,MH617270
16829,MH617270_-weight,MH617270_-weight
16830,MH617273,MH616668
16831,MH617273_-weight,MH616668
16832,MH617274,MH617274
16833,MH617274_-weight,MH617274_-weight
16834,MH617276,0_NZ_CAVK010000074_weight
16835,MH617276_-weight,0_NZ_CAVK010000074_weight
16836,MH617278,MH617278
16837,MH617278_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16838,MH617279,MH617279
16839,MH617279_-weight,MH617279_-weight
16840,MH617287,MH617287
16841,MH617287_-weight,MH617287_-weight
16842,MH617293,0_DRRF01000562_Methylophaga_sp._fragment_weight
16843,MH617293_-weight,MH617293_-weight
16844,MH617296,MH617296
16845,MH617296_-weight,MH617296_-weight
16846,MH617300,MH616679
16847,MH617300_-weight,MH617300_-weight
16848,MH617302,MH616783
16849,MH617302_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16850,MH617303,MH617303
16851,MH617303_-weight,MH617303_-weight
16852,MH617304,MH617304
16853,MH617304_-weight,MH617304_-weight
16854,MH617307,MH617307
16855,MH617307_-weight,MH617307_-weight
16856,MH617308,0_DRRF01000562_Methylophaga_sp._fragment_weight
16857,MH617308_-weight,MH616688
16858,MH617310,MH617310
16859,MH617310_-weight,MH617310_-weight
16860,MH617311,MH617311
16861,MH617311_-weight,MH617311_-weight
16862,MH617312,MH572283
16863,MH617312_-weight,MH617312_-weight
16864,MH617313,MH617313
16865,MH617313_-weight,MH617313_-weight
16866,MH617314,0_weird_MH617129
16867,MH617314_-weight,MH617314_-weight
16868,MH617316,MH616836
16869,MH617316_-weight,MH617316_-weight
16870,MH617317,0_CGM_MH572490
16871,MH617317_-weight,0_weird_MH617381_-weight
16872,MH617318,MG945483
16873,MH617318_-weight,MG945483_-weight
16874,MH617319,MH617319
16875,MH617319_-weight,MH617319_-weight
16876,MH617323,MH616660
16877,MH617323_-weight,MH616660_-weight
16878,MH617327,0_Amyovirinae_JX904102_1
16879,MH617327_-weight,MH617327_-weight
16880,MH617329,0_Aravirinae_KM589504
16881,MH617329_-weight,MH617329_-weight
16882,MH617331,MH572283
16883,MH617331_-weight,MH617133_-weight
16884,MH617333,0_Alpavirinae_MH572525
16885,MH617333_-weight,MH617333_-weight
16886,MH617334,HQ157199
16887,MH617334_-weight,KC131023_-weight
16888,MH617335,0_Alpavirinae_MH572525
16889,MH617335_-weight,MH617335_-weight
16890,MH617338,0_DRRF01000562_Methylophaga_sp._fragment_weight
16891,MH617338_-weight,MH617222
16892,MH617339,MH617122
16893,MH617339_-weight,MH617339_-weight
16894,MH617342,HQ157199
16895,MH617342_-weight,KC131023_-weight
16896,MH617344,MH617107
16897,MH617344_-weight,MH617344_-weight
16898,MH617346,0_CGM_MH572490
16899,MH617346_-weight,MH617346_-weight
16900,MH617347,0_DRRF01000562_Methylophaga_sp._fragment_weight
16901,MH617347_-weight,MG945840_-weight
16902,MH617349,0_DRRF01000562_Methylophaga_sp._fragment_weight
16903,MH617349_-weight,MH616688
16904,MH617350,0_Pichovirinae_KP087937
16905,MH617350_-weight,MH617350_-weight
16906,MH617351,MH617351
16907,MH617351_-weight,MH617351_-weight
16908,MH617354,0_DNPJ01000043_Firmicutes_bacterium_weight
16909,MH617354_-weight,0_DNPJ01000043_Firmicutes_bacterium_weight
16910,MH617358,MG945808
16911,MH617358_-weight,MG945808
16912,MH617359,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16913,MH617359_-weight,MH617359_-weight
16914,MH617361,MH617361
16915,MH617361_-weight,MH617361_-weight
16916,MH617364,MH617364
16917,MH617364_-weight,MH617364_-weight
16918,MH617366,MH617366
16919,MH617366_-weight,MH617366_-weight
16920,MH617367,MH617367
16921,MH617367_-weight,MH617367_-weight
16922,MH617372,0_weird_MH617129
16923,MH617372_-weight,MH617372_-weight
16924,MH617374,MH617374
16925,MH617374_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16926,MH617375,0_Aravirinae_KM589504
16927,MH617375_-weight,MH617375_-weight
16928,MH617377,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16929,MH617377_-weight,MH617377_-weight
16930,MH617379,MH616812
16931,MH617379_-weight,MH616812
16932,MH617380,MH617380
16933,MH617380_-weight,MH617380_-weight
16934,MH617384,0_Pichovirinae_KP087937
16935,MH617384_-weight,MH617384_-weight
16936,MH617386,0_CGM_MH572490
16937,MH617386_-weight,MH617386_-weight
16938,MH617388,0_Aravirinae_KM589504
16939,MH617388_-weight,MH617329_-weight
16940,MH617389,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16941,MH617389_-weight,MH616692_-weight
16942,MH617392,MH617392
16943,MH617392_-weight,MH617392_-weight
16944,MH617393,MH617393
16945,MH617393_-weight,MH617393_-weight
16946,MH617398,MH617398
16947,MH617398_-weight,MH617398_-weight
16948,MH617402,MH617402
16949,MH617402_-weight,MH617402_-weight
16950,MH617403,MH617403
16951,MH617403_-weight,MH617403_-weight
16952,MH617405,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
16953,MH617405_-weight,MH617405_-weight
16954,MH617410,0_weird_MH617129
16955,MH617410_-weight,MH617202_-weight
16956,MH617410_weight,MH617410_weight
16957,MH617412,MH616697
16958,MH617412_-weight,0_weird_MH617129
16959,MH617413,0_CGM_MH572490
16960,MH617413_-weight,MH617413_-weight
16961,MH617416,0_Aravirinae_KM589504
16962,MH617416_-weight,MH617416_-weight
16963,MH617417,HQ157199
16964,MH617417_-weight,KC131023_-weight
16965,MH617418,MG945843
16966,MH617418_-weight,MH617304_-weight
16967,MH617420,MH617420
16968,MH617420_-weight,MH617420_-weight
16969,MH617421,MH616812
16970,MH617421_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16971,MH617422,MH029526
16972,MH617422_-weight,MH616688
16973,MH617424,0_DRRF01000562_Methylophaga_sp._fragment_weight
16974,MH617424_-weight,MH617424_-weight
16975,MH617429,0_CGM_MH572490
16976,MH617429_-weight,MH617429_-weight
16977,MH617430,0_weird_MH617129
16978,MH617430_-weight,MH617430_-weight
16979,MH617430_weight,MH617430_weight
16980,MH617432,MH617432
16981,MH617432_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
16982,MH617433,MH617433
16983,MH617433_-weight,MH617433_-weight
16984,MH617436,MH617436
16985,MH617436_-weight,MH617436_-weight
16986,MH617438,MG945529
16987,MH617438_-weight,MH617438_-weight
16988,MH617439,MH617439
16989,MH617439_-weight,MH617439_-weight
16990,MH617440,MH617440
16991,MH617440_-weight,MH617440_-weight
16992,MH617442,MH617442
16993,MH617442_-weight,MH617442_-weight
16994,MH617444,0_Bullavirinae_NC_001420
16995,MH617444_-weight,0_Pequenovirus_NC_026665_-weight
16996,MH617448,0_DRRF01000562_Methylophaga_sp._fragment_weight
16997,MH617448_-weight,MH617448_-weight
16998,MH617454,MH617454
16999,MH617454_-weight,MH617454_-weight
17000,MH617456,MH617456
17001,MH617456_-weight,MH617456_-weight
17002,MH617459,MH617222
17003,MH617459_-weight,MH617459_-weight
17004,MH617468,MH616735
